ticker,headline,summary,source,date,label_text,label,true_label,headline_clean,vader_model,vader_label,vader_compound_score,vader_score_positive,vader_score_negative,vader_score_neutral
SPY,The new SEPA cads will replace Finnish bank cards .,,FinancialPhraseBank,2025-08-27,neutral,1.0,neutral,The new SEPA cads will replace Finnish bank cards .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",,FinancialPhraseBank,2025-07-11,neutral,1.0,neutral,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",,FinancialPhraseBank,2025-04-25,neutral,1.0,neutral,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The order includes a new Crecent former , headbox , and reel .",,FinancialPhraseBank,2024-07-15,neutral,1.0,neutral,"The order includes a new Crecent former , headbox , and reel .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,The output of the contracts totals 72 MWe .,,FinancialPhraseBank,2024-09-18,neutral,1.0,neutral,The output of the contracts totals 72 MWe .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",,FinancialPhraseBank,2024-03-26,neutral,1.0,neutral,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",VADER,positive,0.5859,0.231,0.0,0.769
SPY,The parties have agreed not to disclose the transaction value .,,FinancialPhraseBank,2025-06-16,neutral,1.0,neutral,The parties have agreed not to disclose the transaction value .,VADER,positive,0.7351,0.507,0.0,0.493
SPY,"The payment date is March 25 , 2010 .",,FinancialPhraseBank,2025-09-08,neutral,1.0,neutral,"The payment date is March 25 , 2010 .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",,FinancialPhraseBank,2025-03-21,neutral,1.0,neutral,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",,FinancialPhraseBank,2025-02-26,neutral,1.0,neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",VADER,positive,0.34,0.138,0.0,0.862
SPY,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,,FinancialPhraseBank,2025-04-25,neutral,1.0,neutral,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,VADER,neutral,0.0,0.0,0.0,1.0
JPM,The purchase sum is about EUR 10mn US$ 12.97 mn .,,FinancialPhraseBank,2024-01-16,neutral,1.0,neutral,The purchase sum is about EUR 10mn US$ 12.97 mn .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",,FinancialPhraseBank,2024-03-27,neutral,1.0,neutral,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",,FinancialPhraseBank,2024-11-12,neutral,1.0,neutral,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",VADER,positive,0.1935,0.123,0.105,0.772
SPY,"The sale will be finalized in September or October , the company said .",,FinancialPhraseBank,2024-08-01,neutral,1.0,neutral,"The sale will be finalized in September or October , the company said .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",,FinancialPhraseBank,2025-03-10,neutral,1.0,neutral,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",VADER,positive,0.5267,0.196,0.0,0.804
SPY,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",,FinancialPhraseBank,2024-12-05,neutral,1.0,neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",VADER,positive,0.5267,0.14,0.0,0.86
SPY,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,,FinancialPhraseBank,2025-11-20,neutral,1.0,neutral,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,The site will cover over six hectares .,,FinancialPhraseBank,2025-05-27,neutral,1.0,neutral,The site will cover over six hectares .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,,FinancialPhraseBank,2025-04-07,neutral,1.0,neutral,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,,FinancialPhraseBank,2024-05-29,neutral,1.0,neutral,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,This release is not an offer of securities for sale into the United States or elsewhere .,,FinancialPhraseBank,2024-11-12,neutral,1.0,neutral,This release is not an offer of securities for sale into the United States or elsewhere .,VADER,positive,0.6124,0.263,0.0,0.737
SPY,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",,FinancialPhraseBank,2024-10-31,neutral,1.0,neutral,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",,FinancialPhraseBank,2025-12-09,neutral,1.0,neutral,"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Two other sites will be included later on .,,FinancialPhraseBank,2024-12-27,neutral,1.0,neutral,Two other sites will be included later on .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",,FinancialPhraseBank,2025-12-24,neutral,1.0,neutral,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,,FinancialPhraseBank,2024-03-15,neutral,1.0,neutral,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,Valga Lihatoostus markets its products under the Maks & Moorits trademark .,,FinancialPhraseBank,2024-03-06,neutral,1.0,neutral,Valga Lihatoostus markets its products under the Maks  Moorits trademark .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"We know that it exists , '' Artemyev said .",,FinancialPhraseBank,2025-12-30,neutral,1.0,neutral,"We know that it exists , '' Artemyev said .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,We offer our customers solutions based on renewable raw materials .,,FinancialPhraseBank,2024-05-17,neutral,1.0,neutral,We offer our customers solutions based on renewable raw materials .,VADER,positive,0.1779,0.159,0.0,0.841
SPY,"When dialing in , the participants should quote 877417 as conference ID .",,FinancialPhraseBank,2024-01-29,neutral,1.0,neutral,"When dialing in , the participants should quote 877417 as conference ID .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Work on the assignment has already started and is due for completion in spring 2011 .,,FinancialPhraseBank,2025-11-17,neutral,1.0,neutral,Work on the assignment has already started and is due for completion in spring 2011 .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,Yvonne Jones is owner of Chameleon Interiors .,,FinancialPhraseBank,2025-08-08,neutral,1.0,neutral,Yvonne Jones is owner of Chameleon Interiors .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,,FinancialPhraseBank,2024-03-27,neutral,1.0,neutral,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",,FinancialPhraseBank,2024-07-22,neutral,1.0,neutral,"Finnish printed circuit boards  PCBs  maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,` Nordic infrastructure construction is one of our strategic growth areas .,,FinancialPhraseBank,2024-10-29,neutral,1.0,neutral, Nordic infrastructure construction is one of our strategic growth areas .,VADER,positive,0.3818,0.224,0.0,0.776
SPY,"` Sanoma is a buyer not a target , ' he said .",,FinancialPhraseBank,2024-01-04,neutral,1.0,neutral," Sanoma is a buyer not a target , ' he said .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",,FinancialPhraseBank,2024-08-12,neutral,1.0,neutral," After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",VADER,negative,-0.296,0.0,0.155,0.845
SPY,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",,FinancialPhraseBank,2024-06-17,neutral,1.0,neutral," If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,`` It wo n't happen overnight .,,FinancialPhraseBank,2024-05-03,neutral,1.0,neutral, It wo n't happen overnight .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,,FinancialPhraseBank,2025-04-04,neutral,1.0,neutral, Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,`` Serving customers locally is one of the cornerstones of customer focus for us .,,FinancialPhraseBank,2025-05-14,neutral,1.0,neutral, Serving customers locally is one of the cornerstones of customer focus for us .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,`` We know there are some of our own people out there . '',,FinancialPhraseBank,2025-01-08,neutral,1.0,neutral, We know there are some of our own people out there . '',VADER,neutral,0.0,0.0,0.0,1.0
SPY,"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",,FinancialPhraseBank,2025-03-27,neutral,1.0,neutral,"lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said lo Prnits , chairman of the supervisory board of lemiste City and Mainor .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,,FinancialPhraseBank,2024-09-30,neutral,1.0,neutral,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj  HEL : TIK1V  said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",,FinancialPhraseBank,2025-04-09,neutral,1.0,neutral,"3 January 2011 - Scandinavian lenders Sampo Bank  HEL : SAMAS  , Pohjola Bank  HEL : POH1S  and Svenska Handelsbanken  STO : SHB A  have provided a EUR160m  USD213m  line of credit to Lemminkainen Oyj  HEL : LEM1S  , the Finnish construction firm said on Friday .",VADER,positive,0.3818,0.069,0.0,0.931
SPY,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",,FinancialPhraseBank,2024-08-26,neutral,1.0,neutral,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,A few employees would remain at the Oulu plant in support functions for other group units .,,FinancialPhraseBank,2025-12-30,neutral,1.0,neutral,A few employees would remain at the Oulu plant in support functions for other group units .,VADER,positive,0.4019,0.162,0.0,0.838
SPY,A huge issue for us is the button placement .,,FinancialPhraseBank,2025-10-09,neutral,1.0,neutral,A huge issue for us is the button placement .,VADER,positive,0.3182,0.247,0.0,0.753
SPY,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,,FinancialPhraseBank,2024-02-26,neutral,1.0,neutral,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,A paper mill in the central Maine town of Madison soon will have a new owner .,,FinancialPhraseBank,2024-12-31,neutral,1.0,neutral,A paper mill in the central Maine town of Madison soon will have a new owner .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,,FinancialPhraseBank,2025-07-07,neutral,1.0,neutral,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,VADER,positive,0.34,0.088,0.0,0.912
SPY,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",,FinancialPhraseBank,2024-11-12,neutral,1.0,neutral,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",,FinancialPhraseBank,2024-06-21,neutral,1.0,neutral,"Local government commissioner of ml , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in ml .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",,FinancialPhraseBank,2024-02-22,neutral,1.0,neutral,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",,FinancialPhraseBank,2025-04-03,neutral,1.0,neutral,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Activities range from the development of natural resources to the retailed marketing of finished products .,,FinancialPhraseBank,2024-12-17,neutral,1.0,neutral,Activities range from the development of natural resources to the retailed marketing of finished products .,VADER,positive,0.3612,0.152,0.0,0.848
SPY,"Additionally , information on business segments , competitors and future outlook are provided .",,FinancialPhraseBank,2024-09-03,neutral,1.0,neutral,"Additionally , information on business segments , competitors and future outlook are provided .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",,FinancialPhraseBank,2025-09-26,neutral,1.0,neutral,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",VADER,positive,0.1779,0.091,0.0,0.909
SPY,Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,,FinancialPhraseBank,2024-02-21,neutral,1.0,neutral,Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,,FinancialPhraseBank,2025-03-18,neutral,1.0,neutral,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,VADER,positive,0.2415,0.123,0.0,0.877
SPY,After 1 April 2007 Cencorp will not have any own employees in the territory .,,FinancialPhraseBank,2024-06-07,neutral,1.0,neutral,After 1 April 2007 Cencorp will not have any own employees in the territory .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",,FinancialPhraseBank,2024-02-26,neutral,1.0,neutral,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons  350,000 short tons  in coated magazine paper and 420,000 tons  460,000 short tons  in coated fine paper .",VADER,positive,0.2023,0.055,0.0,0.945
SPY,"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",,FinancialPhraseBank,2025-02-25,neutral,1.0,neutral,"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"After the transaction , Tikkurila has no powder coatings related operations .",,FinancialPhraseBank,2024-11-08,neutral,1.0,neutral,"After the transaction , Tikkurila has no powder coatings related operations .",VADER,negative,-0.296,0.0,0.196,0.804
SPY,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",,FinancialPhraseBank,2025-03-20,neutral,1.0,neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",,FinancialPhraseBank,2025-05-02,neutral,1.0,neutral,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",VADER,neutral,0.0,0.0,0.0,1.0
JPM,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",,FinancialPhraseBank,2024-06-10,neutral,1.0,neutral,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRVN SANOMAT PURCHASE CONFIRMED The business operations of Tyrvn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",,FinancialPhraseBank,2025-03-27,neutral,1.0,neutral,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",,FinancialPhraseBank,2024-02-26,neutral,1.0,neutral,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,,FinancialPhraseBank,2024-02-26,neutral,1.0,neutral,An earn-out payment of up to 4.0 mln euro  $ 5.3 mln  can also be paid depending on Intellibis financial performance in 2007 .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,An EU law on the issue may be introduced around 2010 .,,FinancialPhraseBank,2025-02-07,neutral,1.0,neutral,An EU law on the issue may be introduced around 2010 .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,Another firm Air Liquide was exempted because it left the market in 1998 .,,FinancialPhraseBank,2025-01-01,neutral,1.0,neutral,Another firm Air Liquide was exempted because it left the market in 1998 .,VADER,neutral,0.0,0.0,0.0,1.0
JPM,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",,FinancialPhraseBank,2024-10-29,neutral,1.0,neutral,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Arena Partners Oy is a development company for electronic business .,,FinancialPhraseBank,2024-07-24,neutral,1.0,neutral,Arena Partners Oy is a development company for electronic business .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",,FinancialPhraseBank,2025-04-15,neutral,1.0,neutral,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",,FinancialPhraseBank,2024-08-22,neutral,1.0,neutral,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",VADER,positive,0.4939,0.151,0.0,0.849
SPY,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",,FinancialPhraseBank,2024-05-08,neutral,1.0,neutral,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,,FinancialPhraseBank,2025-05-08,neutral,1.0,neutral,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"At some point , it will spread also to Iran and Iraq .",,FinancialPhraseBank,2025-05-22,neutral,1.0,neutral,"At some point , it will spread also to Iran and Iraq .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",,FinancialPhraseBank,2025-04-28,neutral,1.0,neutral,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"At the moment , there are approximately 20 Vianor sales offices in Russia .",,FinancialPhraseBank,2024-08-26,neutral,1.0,neutral,"At the moment , there are approximately 20 Vianor sales offices in Russia .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",,FinancialPhraseBank,2025-05-13,neutral,1.0,neutral,"Barclays Plc  LSE : BARC   NYSE : BCS  , Credit Agricole SA  EPA : ACA   CAGR .",VADER,positive,0.3818,0.191,0.0,0.809
SPY,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,,FinancialPhraseBank,2024-09-24,neutral,1.0,neutral,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,Basware finances the acquisition with a bank loan .,,FinancialPhraseBank,2025-08-13,neutral,1.0,neutral,Basware finances the acquisition with a bank loan .,VADER,neutral,0.0,0.0,0.0,1.0
JPM,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",,FinancialPhraseBank,2024-01-10,neutral,1.0,neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",VADER,negative,-0.1027,0.0,0.053,0.947
SPY,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,,FinancialPhraseBank,2024-07-04,neutral,1.0,neutral,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",,FinancialPhraseBank,2024-02-13,neutral,1.0,neutral,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Bluewin Security is available as a monthly subscription .,,FinancialPhraseBank,2025-08-19,neutral,1.0,neutral,Bluewin Security is available as a monthly subscription .,VADER,positive,0.34,0.286,0.0,0.714
SPY,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",,FinancialPhraseBank,2025-07-04,neutral,1.0,neutral,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Capital base and capital adequacy measurement is based on approaches under Basel II .,,FinancialPhraseBank,2025-05-22,neutral,1.0,neutral,Capital base and capital adequacy measurement is based on approaches under Basel II .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",,FinancialPhraseBank,2025-09-03,neutral,1.0,neutral,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",,FinancialPhraseBank,2024-04-24,neutral,1.0,neutral,"CapMan 's first real estate fund , which had a total investment capacity of  EURO  500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",,FinancialPhraseBank,2025-05-13,neutral,1.0,neutral,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",,FinancialPhraseBank,2024-12-26,neutral,1.0,neutral,"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,,FinancialPhraseBank,2025-02-17,neutral,1.0,neutral,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,,FinancialPhraseBank,2024-11-08,neutral,1.0,neutral,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,Closing of such transaction took place today .,,FinancialPhraseBank,2024-03-05,neutral,1.0,neutral,Closing of such transaction took place today .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",,FinancialPhraseBank,2024-06-06,neutral,1.0,neutral,"Cohen  Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",VADER,positive,0.5267,0.253,0.0,0.747
